"state","state_cd","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan","taf_enrollment","taf_enrollment_in_claims","chse_matched_last_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name","id_occurrence_no"
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/Riverside","Riverside county",64,255,319,"InnovAge",NA,NA,0,"440","513",1,0,"Innovage","InnovAge",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge PACE/San Bernardino County","San Bernardino county",182,568,750,"InnovAge",NA,NA,0,"1009","1309",1,0,"Innovage","InnovAge",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Redwood Coast Pace/Humboldt","Humboldt county",26,193,219,"Humboldt Senior Resource Center",NA,NA,0,"261","267",1,0,"Humboldt Senior Resource Center","Humboldt Senior Resource Center",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","San Diego PACE","San Diego county",712,878,1590,"San Diego PACE",NA,NA,0,"2040","2059",1,0,"San Ysidro Health","San Diego PACE",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Stockton PACE/San Joaquin","San Joaquin county",90,184,274,"Welbe Health",NA,NA,0,"389","399",1,0,"Welbe Health","Welbe Health",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Stockton PACE/Stanislaus","Stanislaus county",23,25,48,"Welbe Health",NA,NA,0,"Less than 100","Less than 100",1,0,"Welbe Health","Welbe Health",1
"California","CA",2021,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/San Diego","San Diego county",56867,11216,68083,"Centene Corporation","Health Net","Centene",1,"89830","90705",1,0,"Centene","Health Net",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Gary and Mary West PACE of Northern San Diego","San Diego county",40,111,151,"West Health",NA,NA,0,"224","232",1,0,"West Health","West Health",1
"California","CA",2021,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (El Dorado)","El Dorado county",0,0,0,"InnovAge California PACE- Sacramento",NA,NA,0,"Less than 100","Less than 100",NA,0,"Innovage","InnovAge",1
"California","CA",2021,"California plans with fewer than 11 beneficiaries are shown with 0 enrollment.  As a result, PACE program level enrollment may be slightly undercounted.","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (Placer)","Placer county",0,0,0,"InnovAge California PACE- Placer",NA,NA,0,"Less than 100","Less than 100",NA,0,"Innovage","InnovAge",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento- Sac","Sacramento county",46,100,146,"InnovAge California PACE- Sacramento",NA,NA,0,"211","219",NA,0,"Innovage","InnovAge",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Family Health Centers of San Diego","San Diego county",68,82,150,"Family Health Centers of San Diego",NA,NA,0,"212","219",1,0,"Family Health Centers of San Diego","Family Health Centers of San Diego",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Pacific PACE/Los Angeles","Los Angeles county",83,125,208,"Welbe Health",NA,NA,0,"309","317",1,0,"Welbe Health","Welbe Health",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","Coastline PACE","Los Angeles county",60,77,137,"Welbe Health",NA,NA,0,"230","236",1,0,"Welbe Health","Welbe Health",1
NA,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"California","CA",2021,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC/San Diego","San Diego county",52420,6842,59262,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)","Kaiser Permanente",1,"64681","65197",1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE Sacramento (San Joaquin)","San Joaquin",0,0,0,"InnovAge California PACE-Sacramento",NA,NA,0,"Less than 100","Less than 100",NA,0,"Innovage","InnovAge",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (Sutter)","Sutter",0,0,0,"InnovAge California PACE- Sacramento",NA,NA,0,"Less than 100","Less than 100",NA,0,"Innovage","InnovAge",1
"California","CA",2021,"","Program of All-Inclusive Care for the Elderly (PACE)","Program of All-Inclusive Care for the Elderly (PACE) (Program of All-inclusive Care for the Elderly (PACE))","InnovAge California PACE- Sacramento (Yuba)","Yuba",0,1,1,"InnovAge California PACE- Sacramento",NA,NA,0,"Less than 100","Less than 100",NA,0,"Innovage","InnovAge",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",99069,3827,102896,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"196","199",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"6215","6327",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",64651,2685,67336,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"27797","28890",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"6427","6491",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"5522","5568",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"14055","14424",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"3298","3484",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"2916","2951",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"4290","4355",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"2136","2143",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"15068","15388",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"38797","41171",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"3295","3327",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"447","456",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"25823","27700",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"11656","11755",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"7271","7503",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","Anthem",1,"21026","22797",1,1,"Anthem","Anthem Blue Cross Partnership Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",62653,3116,65769,"Centene Corporation","California Health & Wellness Plan","Centene",1,"Less than 100","Less than 100",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"1702","1737",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",81391,3918,85309,"Centene Corporation","California Health & Wellness Plan","Centene",1,"49053","50367",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"6002","6106",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"4194","4296",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"20534","20917",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"9490","9900",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"2168","2196",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"1088","1122",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/Sacramento","Sacramento county",50630,2541,53171,"Molina Healthcare","Molina Healthcare of CA Partner Plan","Molina",1,"60086","60611",1,0,"Molina","Molina Healthcare of CA Partner Plan",1
"California","CA",2021,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/San Diego","San Diego county",212578,12821,225399,"Molina Healthcare","Molina Healthcare of CA Partner Plan","Molina",1,"247543","249888",1,0,"Molina","Molina Healthcare of CA Partner Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"1066","1087",1,0,"Centene","California Health & Wellness Plan",1
"California","CA",2021,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba counties",0,0,0,"Centene Corporation","California Health & Wellness Plan","Centene",1,"10482","10689",1,0,"Centene","California Health & Wellness Plan",1
