"state","state_cd","year","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","kff_parent_firm","kff_comprehensive_plan","taf_enrollment","taf_enrollment_in_claims","chse_matched_last_year","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
"California","CA",2020,"Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC/San Diego","San Diego County",44332,6207,50539,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)","Kaiser Permanente",1,"59233","59783",1,1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",86195,3072,89267,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"190","191",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"5879","5981",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",60779,2333,63112,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"26897","27506",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"5718","5799",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"5360","5428",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"12171","12399",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"3181","3258",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"2669","2683",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"3940","3996",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"1945","1992",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"14014","14251",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"35676","36895",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"3095","3125",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"436","439",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"24995","25887",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"10738","10855",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"6549","6665",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"19783","20801",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",58212,2538,60750,"Centene Corporation","California Health and Wellness","Centene",1,"Less than 100","Less than 100",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"1566","1603",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",73998,3267,77265,"Centene Corporation","California Health and Wellness","Centene",1,"46258","47075",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"5878","5959",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"3982","4038",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"20466","20778",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"8861","9061",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"2160","2187",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"1020","1035",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/Sacramento","Sacramento County",47034,2466,49500,"Molina Healthcare","Molina Healthcare of CA Partner Plan","Molina",1,"58893","59703",1,1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare of CA Partner Plan/San Diego","San Diego County",198890,11923,210813,"Molina Healthcare","Molina Healthcare of CA Partner Plan","Molina",1,"246647","249808",1,1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"1088","1108",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"10086","10192",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"12393","12634",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"2954","2991",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"276","278",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"13338","13560",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 1","Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"14320","14524",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"5969","6051",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Region 2","Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,"Centene Corporation","California Health and Wellness","Centene",1,"11433","11649",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness Plan/Imperial","Imperial County",60178,3006,63184,"Centene Corporation","California Health and Wellness","Centene",1,"70262","70797",1,1,0,"Centene","California Health & Wellness Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/San Benito","San Benito County",8197,104,8301,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"10184","10421",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","Molina Healthcare of CA Partner Plan/Imperial","Imperial County",13487,891,14378,"Molina Healthcare","Molina Healthcare of CA Partner Plan","Molina",1,"16835","17000",1,1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/Sacramento","Sacramento County",104340,4245,108585,"Centene Corporation","Health Net","Centene",1,"126170","128002",1,1,0,"Centene","Health Net"
"California","CA",2020,"Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Blue Shield of California Promise/San Diego","San Diego County",74786,13532,88318,"Blue Shield of California","Blue Shield of California Promise","",1,"109992","110861",1,1,1,"Blue Shield of California","Blue Shield of California Promise"
"California","CA",2020,"Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","KP Cal LLC/Sacramento","Sacramento County",83867,7554,91421,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)","Kaiser Permanente",1,"103954","105091",1,1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","KP Cal LLC/Amador","Amador County",120,3,123,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)","Kaiser Permanente",1,"171","176",1,1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","KP Cal LLC/El Dorado","El Dorado County",2200,58,2258,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)","Kaiser Permanente",1,"2703","2740",1,1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2020,"Comprehensive MCO","Regional Model (Comprehensive MCO)","KP Cal LLC/Placer","Placer County",8508,254,8762,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)","Kaiser Permanente",1,"10711","10866",1,1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2020,"Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Sacramento","Sacramento County",174642,6979,181621,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership","Anthem",1,"209848","213295",1,1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Los Angeles","Los Angeles County",0,0,0,"SCAN Health Plan","Senior Action Care Network (SCAN)","",1,"9806","10009",1,1,0,"SCAN Health","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Los Angeles","Los Angeles County",0,9700,9700,"SCAN Health Plan","Senior Action Care Network (SCAN)","",1,"1745","1767",1,1,0,"SCAN Health","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan Riverside/San Bernardino","Riverside County and San Bernardino County",0,4293,4293,"SCAN Health Plan","Senior Action Care Network (SCAN)","",1,"2431","2492",1,1,0,"SCAN Health","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan Riverside/San Bernardino","Riverside County and San Bernardino County",0,0,0,"SCAN Health Plan","Senior Action Care Network (SCAN)","",1,"562","571",1,1,0,"SCAN Health","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan Riverside/San Bernardino","Riverside County and San Bernardino County",0,0,0,"SCAN Health Plan","Senior Action Care Network (SCAN)","",1,"1735","1771",1,1,0,"SCAN Health","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Senior Care Action Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan Riverside/San Bernardino","Riverside County and San Bernardino County",0,0,0,"SCAN Health Plan","Senior Action Care Network (SCAN)","",1,"363","369",1,1,0,"SCAN Health","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2020,"Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Alameda Alliance for Health","Alameda County",236420,19043,255463,"Alameda Alliance for Health","Alameda Alliance for Health","",1,"295378","298628",1,1,0,"Alameda Alliance for Health","Alameda Alliance for Health"
