"state","state_cd","year","cms_notes","cms_plan_type","cms_program_name","cms_plan_name","cms_geographic_region","cms_medicaid_only_enrollment","cms_dual_enrollment","cms_total_enrollment","cms_parent_organization","kff_mco_name","taf_enrollment","taf_enrollment_in_claims","chse_matched_next_year","chse_blue_cross_blue_shield_flag","chse_parent_firm","chse_mco_name"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Tehama","Tehama County",9238,259,9497,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","12128","12229",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Tuolumne","Tuolumne County",4968,152,5120,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","6711","6751",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/Yuba","Yuba County",16436,413,16849,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","21371","21595",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Alpine","Alpine County",99,2,101,"Centene Corporation","California Health & Wellness","123","125",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Amador","Amador County",974,26,1000,"Centene Corporation","California Health & Wellness","1483","1503",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Butte","Butte County",34222,1212,35434,"Centene Corporation","California Health & Wellness","44732","45259",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Calaveras","Calaveras County",5534,203,5737,"Centene Corporation","California Health & Wellness","7233","7342",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Colusa","Colusa County",2502,51,2553,"Centene Corporation","California Health & Wellness","3253","3297",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/El Dorado","El Dorado County",19063,659,19722,"Centene Corporation","California Health & Wellness","24421","24759",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Glenn","Glenn County",5782,156,5938,"Centene Corporation","California Health & Wellness","7630","7853",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Inyo","Inyo County",1807,65,1872,"Centene Corporation","California Health & Wellness","2452","2480",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Mariposa","Mariposa County",802,29,831,"Centene Corporation","California Health & Wellness","1163","1182",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare/Sacramento","Sacramento County",56437,3925,60362,"Molina Healthcare","Molina Healthcare of CA Partner Plan, Inc","77145","78198",1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Molina Healthcare/San Diego","San Diego County",216009,15038,231047,"Molina Healthcare","Molina Healthcare of CA Partner Plan, Inc","283640","287518",1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Mono","Mono County",1005,17,1022,"Centene Corporation","California Health & Wellness","1346","1394",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Nevada","Nevada County",7660,269,7929,"Centene Corporation","California Health & Wellness","10066","10177",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Placer","Placer County",8913,306,9219,"Centene Corporation","California Health & Wellness","13255","13518",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Plumas","Plumas County",2292,101,2393,"Centene Corporation","California Health & Wellness","2879","2918",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Sierra","Sierra County",208,8,216,"Centene Corporation","California Health & Wellness","298","303",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Sutter","Sutter County",10109,242,10351,"Centene Corporation","California Health & Wellness","13397","13661",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Tehama","Tehama County",10642,347,10989,"Centene Corporation","California Health & Wellness","13828","14028",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Tuolumne","Tuolumne County",5645,178,5823,"Centene Corporation","California Health & Wellness","7290","7349",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Yuba","Yuba County",8665,211,8876,"Centene Corporation","California Health & Wellness","11524","11766",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","California Health & Wellness/Imperial","Imperial County",59261,2004,61265,"Centene Corporation","California Health & Wellness","71968","72394",1,0,"Centene","California Health & Wellness Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Anthem Blue Cross Partnership Plan/San Benito","San Benito County",8128,79,8207,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","10652","10841",0,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Molina Healthcare/Imperial","Imperial County",14964,658,15622,"Molina Healthcare","Molina Healthcare of CA Partner Plan, Inc","20096","20260",1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Health Net/Sacramento","Sacramento County",111026,5565,116591,"Centene Corporation","Health Net Community Solutions, Inc","146551","148431",1,0,"Centene","Health Net"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Care 1st Healthplan/San Diego","San Diego County",71068,14133,85201,"Blue Shield of California","Care 1st Partner Plan, LLC","110545","111455",1,1,"Blue Shield of California","Blue Shield of California Promise"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Kaiser/Sacramento","Sacramento County",78896,5946,84842,"Kaiser Permanente","Kaiser Permanente","102517","104096",1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Kaiser/Amador","Amador County",87,2,89,"Kaiser Permanente","Kaiser Permanente","127","133",1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Kaiser/El Dorado","El Dorado County",1834,42,1876,"Kaiser Permanente","Kaiser Permanente","2334","2380",1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2017,"","Comprehensive MCO","Regional Model (Comprehensive MCO)","Kaiser/Placer","Placer County",6442,161,6603,"Kaiser Permanente","Kaiser Permanente","8716","8955",1,0,"Kaiser Permanente","KP Cal LLC (Kaiser Permanente)"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Geographic Managed Care (GMC) Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Sacramento","Sacramento County",175650,7083,182733,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","229678","232541",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Senior Action Care Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Los Angeles","Los Angeles County",0,7274,7274,"SCAN Health Plan",NA,"9464","9870",1,0,"SCAN Health Plan","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Senior Action Care Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan (Nurs hm cert)/Los Angeles","Los Angeles County",0,1589,1589,"SCAN Health Plan",NA,"1928","1991",1,0,"SCAN Health Plan","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Senior Action Care Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/Riverside","Riverside County",0,1986,1986,"SCAN Health Plan",NA,"2591","2675",1,0,"SCAN Health Plan","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Senior Action Care Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan (Nurs hm cert)/Riverside","Riverside County",0,543,543,"SCAN Health Plan",NA,"659","672",1,0,"SCAN Health Plan","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Senior Action Care Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan/San Bernardino","San Bernardino County",0,1331,1331,"SCAN Health Plan",NA,"1744","1815",1,0,"SCAN Health Plan","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Senior Action Care Network (SCAN) (Comprehensive MCO + MLTSS)","SCAN Health Plan (Nurs hm cert)/San Bernardino","San Bernardino County",0,343,343,"SCAN Health Plan",NA,"406","420",1,0,"SCAN Health Plan","Senior Action Care Network (SCAN) Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Alameda Alliance for Health","Alameda County",244930,19997,264927,"Alameda Alliance for Health","Alameda Alliance for Health","318629","323426",1,0,"Alameda Alliance for Health","Alameda Alliance for Health"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Contra Costa Health Plan","Contra Costa County",173601,10273,183874,"Contra Costa Health Plan","Contra Costa Health Plan","223898","226669",1,0,"Contra Costa Health Plan","Contra Costa Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Kern Family Health Care","Kern County",242437,6776,249213,"Kern Health Systems","Kern Family Health Care","290625","293053",1,0,"Kern Health Systems","Kern Family Health Care"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","L.A. Care Health Plan","Los Angeles County",1825047,231201,2056248,"L.A. Care","L.A. Care Health Plan","2446657","2473571",1,0,"L.A. Care","L.A. Care"
"California","CA",2017,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"735931","749109",1,0,"Inland Empire Health Plan","Inland Empire Health Plan"
"California","CA",2017,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"758403","780068",1,0,"Inland Empire Health Plan","Inland Empire Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","San Francisco Health Plan","San Francisco County",125600,11423,137023,"San Francisco Health Plan","San Francisco Health Plan","165806","168260",1,0,"San Francisco Health Plan","San Francisco Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/San Joaquin","San Joaquin County",211812,9041,220853,"Health Plan of San Joaquin","Health Plan of San Joaquin","261168","262814",1,0,"Health Plan of San Joaquin","Health Plan of San Joaquin"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Santa Clara Family Health Plan","Santa Clara County",234039,30690,264729,"Santa Clara Family Health Plan","Santa Clara Family Health Plan","319361","324330",1,0,"Santa Clara Family Health Plan","Santa Clara Family Health Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Tulare","Tulare County",92725,3118,95843,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","110712","111894",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Health Plan of San Joaquin/Stanislaus","Stanislaus County",124490,3824,128314,"Health Plan of San Joaquin","Health Plan of San Joaquin","150316","152370",1,0,"Health Plan of San Joaquin","Health Plan of San Joaquin"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Fresno","Fresno County",291765,10050,301815,"CalViva Health","CalViva","350143","354694",1,0,"CalViva Health","CalViva Health"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Kings","Kings County",26225,886,27111,"CalViva Health","CalViva","32933","33333",1,0,"CalViva Health","CalViva Health"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","CalViva Health/Madera","Madera County",35396,1038,36434,"CalViva Health","CalViva","43019","43639",1,0,"CalViva Health","CalViva Health"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Alameda","Alameda County",61805,2573,64378,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","84405","85733",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/San Francisco","San Francisco County",17898,2435,20333,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","25235","25472",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Contra Costa","Contra Costa County",27623,827,28450,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","37908","38409",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Anthem Blue Cross Partnership Plan/Santa Clara","Santa Clara County",62042,13477,75519,"Anthem Insurance Companies, Inc.","Anthem Blue Cross Partnership Plan","97403","98665",1,1,"Anthem","Anthem Blue Cross Partnership Plan"
NA,"CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Los Angeles","Los Angeles County",879689,139007,1018696,"Centene Corporation","Health Net Community Solutions, Inc","1232988","1246232",1,0,"Centene","Health Net"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Tulare","Tulare County",110711,3406,114117,"Centene Corporation","Health Net Community Solutions, Inc","135510","137318",1,0,"Centene","Health Net"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/San Joaquin","San Joaquin County",22306,516,22822,"Centene Corporation","Health Net Community Solutions, Inc","30147","30445",1,0,"Centene","Health Net"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Molina Healthcare/Riverside","Riverside County",80498,9989,90487,"Molina Healthcare","Molina Healthcare of CA Partner Plan, Inc","120473","122270",1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Molina Healthcare/San Bernardino","San Bernardino County",70069,8084,78153,"Molina Healthcare","Molina Healthcare of CA Partner Plan, Inc","99240","100430",1,0,"Molina","Molina Healthcare of CA Partner Plan"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Kern","Kern County",74499,2974,77473,"Centene Corporation","Health Net Community Solutions, Inc","95026","95923",1,0,"Centene","Health Net"
"California","CA",2017,"","Comprehensive MCO + MLTSS","Two-Plan Model (Comprehensive MCO + MLTSS)","Health Net/Stanislaus","Stanislaus County",73072,2437,75509,"Centene Corporation","Health Net Community Solutions, Inc","88742","89869",1,0,"Centene","Health Net"
