state_cd,taf_mc_plan_id,state,cms_program_name,cms_plan_name,kff_mco_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,taf_mc_plan_name,taf_enrollment,taf_enrollment_in_claims,count,year,in_xwalk,chse_mco_name,chse_parent_firm,new_id_flag,cms_plan_type
CA,*061,California,Program of All-Inclusive Care for the Elderly (PACE),InnovAge PACE/Riverside,"",Riverside,68,297,365,InnovAge,INNOVAGE (RIVERSIDE),541,654,1,2022,1,InnovAge,InnovAge,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*062,California,Program of All-Inclusive Care for the Elderly (PACE),InnovAge PACE/San Bernardino County,"",San Bernardino,205,634,839,InnovAge,INNOVAGE (SAN BERNARDINO),1160,1234,1,2022,1,InnovAge,InnovAge,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*063,California,Program of All-Inclusive Care for the Elderly (PACE),"Humboldt Senior Resource Center, Inc./Humboldt","",Humboldt,30,220,250,Humboldt Senior Resource Center,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""HUMBOLDT SENIOR RESOURCE CENTER, INC.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""                                           ",292,297,1,2022,1,Humboldt Senior Resource Center,Humboldt Senior Resource Center,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*065,California,Program of All-Inclusive Care for the Elderly (PACE),San Diego PACE/San Diego,"",San Diego,920,1159,"2,079",San Diego PACE,SAN DIEGO PACE,2574,2601,1,2022,1,San Diego PACE,San Ysidro Health,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*066,California,Program of All-Inclusive Care for the Elderly (PACE),Stockton PACE/San Joaquin,"",San Joaquin,166,268,434,Welbe Health,STOCKTON PACE (SAN JOAQUIN),522,536,1,2022,1,Welbe Health,Welbe Health,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*067,California,Program of All-Inclusive Care for the Elderly (PACE),Stockton PACE/Stanislaus,"",Stanislaus,39,44,83,Welbe Health,STOCKTON PACE (STANISLAUS),128,130,1,2022,1,Welbe Health,Welbe Health,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*068,California,GMC Model (Comprehensive MCO + MLTSS),Health Net-San Diego,Health Net,San Diego,"75,645",11637,"87,282",Health Net - San Diego,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""HEALTH NET COMMUNITY SOLUTIONS, INC.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""                                            ",98665,99655,1,2022,1,Health Net,Centene,0,Comprehensive MCO + MLTSS
CA,*069,California,Program of All-Inclusive Care for the Elderly (PACE),Gary and Mary West PACE of Northern San Diego,"",San Diego,56,190,246,West Health,GARY AND MARY WEST PACE,338,339,1,2022,1,West Health,West Health,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*071,California,Program of All-Inclusive Care for the Elderly (PACE),InnovAge California PACE/Placer,"",Placer,2,13,15,InnovAge California PACE,INNOVAGE CALIFORNIA PACE (PLACER),17,19,1,2022,1,InnovAge,InnovAge,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*072,California,Program of All-Inclusive Care for the Elderly (PACE),InnovAge California PACE/ Sacramento,"",Sacramento,41,102,143,InnovAge California PACE,INNOVAGE CALIFORNIA PACE (SACRAMENTO),169,178,1,2022,1,InnovAge,InnovAge,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*073,California,Program of All-Inclusive Care for the Elderly (PACE),Family Health Centers/San Diego,"",San Diego,97,111,208,Family Health Centers of San Diego,FAMILY HEALTH CENTERS OF SAN DIEGO,278,285,1,2022,1,Family Health Centers of San Diego,Family Health Centers of San Diego,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*074,California,Program of All-Inclusive Care for the Elderly (PACE),Pacific PACE/Los Angeles,"",Los Angeles,147,199,346,Welbe Health,PACIFIC PACE,427,454,1,2022,1,Welbe Health,Welbe Health,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*076,California,Program of All-Inclusive Care for the Elderly (PACE),Costline PACE/LA,"",Los Angeles,130,160,290,Welbe Health,LA COAST (PACE),416,423,1,2022,1,Welbe Health,Welbe Health,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*079,California,GMC Model (Comprehensive MCO + MLTSS),Kaiser-San Diego,Kaiser Permanente,San Diego,"58,067",7351,"65,418",Kaiser - San Diego,KP CAL LLC (SOCAL),70971,71444,1,2022,1,KP Cal LLC (Kaiser Permanente),Kaiser Permanente,0,Comprehensive MCO + MLTSS
CA,*088,California,Program of All-Inclusive Care for the Elderly (PACE),InnovAge California PACE/San Joaquin,"",San Joaquin,0,0,0,InnovAge California PACE,INNOVAGE CALIFORNIA PACE (SAN JOAQUIN),1,1,1,2022,1,InnovAge,InnovAge,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*089,California,Program of All-Inclusive Care for the Elderly (PACE),InnovAge California PACE/Sutter,"",Sutter,1,0,1,InnovAge California PACE,INNOVAGE CALIFORNIA PACE (SUTTER),1,1,1,2022,1,InnovAge,InnovAge,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*090,California,Program of All-Inclusive Care for the Elderly (PACE),InnovAge California PACE/Yuba,"",Yuba,0,1,1,InnovAge California PACE,INNOVAGE CALIFORNIA PACE (YUBA),1,1,1,2022,1,InnovAge,InnovAge,0,Program of All-Inclusive Care for the Elderly (PACE)
CA,*100,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 1,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties","68,946",2936,"71,882",Anthem - Region 1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,206,208,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*101,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 2,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,Anthem - Region 1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,6924,7040,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*102,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 3,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,Anthem - Region 1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,28395,29048,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*103,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 2,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties","109,375",4480,"113,855",Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,7206,7276,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*104,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 3,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,5942,5988,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*105,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 4,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,16011,16294,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*106,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 4,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,Anthem - Region 1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,3467,3623,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*107,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 5,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,3283,3300,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*108,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 6,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,4623,4651,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*109,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 7,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,2283,2301,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*110,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 8,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,16171,16387,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*111,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 9,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,43666,45387,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*112,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 5,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,Anthem - Region 5,ANTHEM BLUE CROSS PARTNERSHIP PLAN,3421,3475,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*113,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 6,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,Anthem - Region 1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,431,436,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*114,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 7,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,Anthem - Region 1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,27500,28365,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*115,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 8,Anthem Blue Cross Partnership Plan,"Butte, Colusa, Glenn, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,Anthem - Region 1,ANTHEM BLUE CROSS PARTNERSHIP PLAN,12452,12621,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*116,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 10,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,8051,8187,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*117,California,Regional Model (Comprehensive MCO),Anthem Blue Cross Partnership Plan-Region 11,Anthem Blue Cross Partnership Plan,"Amador, Calaveras, Alpine, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,Anthem - Region 2,ANTHEM BLUE CROSS PARTNERSHIP PLAN,23159,24327,1,2022,1,Anthem Blue Cross Partnership Plan,Anthem,0,Comprehensive MCO
CA,*118,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 2,California Health & Wellness Plan,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties","66,979",3615,"70,594",CH&W - Region 2,CALIFORNIA HEALTH AND WELLNESS,87,91,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*119,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 3,California Health & Wellness Plan,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,CH&W - Region 3,CALIFORNIA HEALTH AND WELLNESS,1987,2012,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*120,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 1,California Health & Wellness Plan,"Glenn, Butte, Colusa, Plumas, Sierra, Sutter, and Tehama Counties","87,200",4548,"91,748",CH&W - Region 1,CALIFORNIA HEALTH AND WELLNESS,52628,53418,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*121,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 4,California Health & Wellness Plan,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,CH&W - Region 4,CALIFORNIA HEALTH AND WELLNESS,6434,6505,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*122,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 2,California Health & Wellness Plan,"Glenn, Butte, Colusa, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,CH&W - Region 2,CALIFORNIA HEALTH AND WELLNESS,4542,4613,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*123,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 5,California Health & Wellness Plan,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,CH&W - Region 5,CALIFORNIA HEALTH AND WELLNESS,21460,21727,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*124,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 3,California Health & Wellness Plan,"Glenn, Butte, Colusa, Plumas, Sierra, Sutter, and Tehama Counties",0,0,0,CH&W - Region 3,CALIFORNIA HEALTH AND WELLNESS,10337,10645,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*128,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 6,California Health & Wellness Plan,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,CH&W - Region 6,CALIFORNIA HEALTH AND WELLNESS,2314,2341,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*129,California,Regional Model (Comprehensive MCO),California Health & Wellness-Region 7,California Health & Wellness Plan,"Alpine, Amador, Calaveras, El Dorado, Inyo, Mariposa, Mono, Nevada, Placer, Tuolumne, and Yuba Counties",0,0,0,CH&W - Region 7,CALIFORNIA HEALTH AND WELLNESS,1222,1237,1,2022,1,California Health & Wellness Plan,Centene,0,Comprehensive MCO
CA,*130,California,GMC Model (Comprehensive MCO + MLTSS),Molina Healthcare of CA Partner Plan-Sacramento,Molina Healthcare of California Partner Plan,Sacramento,"54,994",2632,"57,626",Molina - Sacramento,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""MOLINA HEALTHCARE OF CALIFORNIA PARTNER PLAN, INC.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""                              ",65280,66266,1,2022,1,Molina Healthcare of CA Partner Plan,Molina,0,Comprehensive MCO + MLTSS
CA,*131,California,GMC Model (Comprehensive MCO + MLTSS),Molina Healthcare of CA Partner Plan-San Diego,Molina Healthcare of California Partner Plan,San Diego,"226,407",13573,"239,980",Molina - San Diego,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""MOLINA HEALTHCARE OF CALIFORNIA PARTNER PLAN, INC.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""                              ",262732,264870,1,2022,1,Molina Healthcare of CA Partner Plan,Molina,0,Comprehensive MCO + MLTSS
