state,state_cd,year,cms_notes,cms_plan_type,cms_program_name,cms_plan_name,cms_geographic_region,cms_medicaid_only_enrollment,cms_dual_enrollment,cms_total_enrollment,cms_parent_organization,kff_mco_name,kff_comprehensive_plan,taf_mc_plan_id,taf_mc_plan_name,taf_mc_plan_type_cd,taf_enrollment,taf_enrollment_in_claims,chse_matched_next_year,chse_blue_cross_blue_shield_flag,chse_parent_firm,chse_mco_name,kff_parent_firm,chse_matched_last_year
Iowa,IA,2017,"","","","","",,,,"","",0,*0707444,FAMILIES FIRST COUNSELING,70,9,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707445,FAMILY RESOURCES,70,9,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707446,FOUR OAKS FAMILY & CHILDREN SERVICE,70,63,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707447,LUTHERAN SERVICES IN IOWA,70,15,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707449,WELLSOURCE,70,17,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707450,NORTHEAST IOWA MENTAL HEALTH CENTER,70,25,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707451,PATHWAYS BEHAVIOR HEALTH SERVICES,70,9,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707452,SEASONS CTR FOR COMM MENTAL HEALTH,70,117,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707453,SOUTHERN IOWA MENTAL HEALTH CENTER,70,13,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707454,TANAGER  PLACE,70,73,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707456,VERA FRENCH COMMUNITY,70,39,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707457,YOUTH EMERG SVCS & SHELTER OF IOWA,70,77,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0707494,CROSSROAD BEHAVIOR HEALTH,70,13,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"",Dental only (PAHP),Dental Wellness Plan (Dental only (PAHP)),MCNA Dental,Statewide,30407,0,30407,"MCNA Insurance Company and Managed Care of North America, Inc.","",0,*0708565,MCNA DENTAL,14,117893,117996,1,0,"Managed Care of North America, Inc.","Managed Care of North America, Inc.",,
Iowa,IA,2017,"","","","","",,,,"","",0,*0709342,UPC FAMILY MEDICINE PARKS AREA,70,2,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0709344,UPC INTERNAL MED AT WEST DES MOINES,70,1,,,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0709383,UPC FAMILY MEDICINE NORTH PORT,70,1,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0709417,UPC FAMILY MEDICINE BELLE PLAINE,70,1,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*0709940,PRAIRIE RIDGE,70,193,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"","","","","",,,,"","",0,*1405349,MERCYONE-ARROWHEAD,70,6,,0,0,Multiple Health & Medical Homes,Multiple Health & Medical Homes,,
Iowa,IA,2017,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),PACE,"Available in these counties: Harrison, Mills, Pottawattamie, Cherokee, Monona, Plymouth, Woodbury, Boone, Dallas, Jasper, Marshall, Madison, Marion, Polk, Story, Warren.",,,,PACE,"",0,*1701947,"SIOUXLAND PACE, INC                                                               ",17,4,,1,0,Siouxland PACE,Siouxland PACE,,
Idaho,ID,2017,"",Non-Emergency Medical Transportation,Non-Emergency Medical Transportation (Non-Emergency Medical Transportation),Non-Emergent Medical Transportation,Statewide,265991,26741,292732,Veyo,"",0,*1376695163,"VEYO, LLC (99)                                                                    ",15,5566,344503,0,0,Veyo,Veyo,,
Idaho,ID,2017,"",Behavioral Health Organization (BHO) only (PIHP and/or PAHP),Idaho Behavioral Health Plan (Behavioral Health Organization (BHO) only (PIHP and/or PAHP)),Optum Idaho,Statewide,266072,24391,290463,United Healthcare,"",0,*A0001640,UNITED BEHAVIORAL HEALTH (MONTHLY CAP),13,4100,342422,1,0,United Healthcare,United Healthcare/Optum Idaho,,
Idaho,ID,2017,"",Primary Care Case Management (PCCM),Healthy Connections (Primary Care Case Management (PCCM)),Multiple Primary Care Providers,Statewide,255773,20638,276411,Healthy Connections,"",0,*PCCM,PRIMARY CARE CASE MANAGEMENT - PCCM,2,325386,322643,,0,Healthy Connections Idaho,Multiple Primary Care Providers,,
Idaho,ID,2017,"",Comprehensive MCO + MLTSS,Medicare-Medicaid Coordinated Plan (Comprehensive MCO + MLTSS),Medicare-Medicaid Coordinated Plan,"Ada, Bannock, Bingham, Bonner, Bonneville, Canyon, Kootenai, Nez Perce, and Twin Falls counties. Blue Cross of Idaho administers the MMCP in additional Idaho counties, including Boise, Boundary, Cassia, Clark, Elmore, Fremont, Gem, Jefferson, Madison, Minidoka, Owyhee, Payette, and Power.",0,2290,2290,"Blue Cross of Idaho Health Service, Inc and   Molina Healthcare of Idaho","",0,"","",,,,0,1,Molina and Blue Cross Blue Shield Idaho,Medicare-Medicaid Coordinated Plan,,
Idaho,ID,2017,"",Dental only (PAHP),Idaho Smiles (Dental only (PAHP)),MCNA Dental,Statewide,265991,24472,290463,"MCNA (Managed Care of North America, Inc.)","",0,"","",,,,0,0,"Managed Care of North America, Inc.","MCNA (Managed Care of North America, Inc.)",,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),Meridian Health Plan,"Lake, Cook, DuPage, Kane, Will, Kankakee, Stark, Knox, Peoria, Tazewell, McLean, Madison, St. Clair, Clinton, Rock Island, Mercer, Henry, Winnebago, Boone, McHenry, Adams, Brown, DeKalb, Henderson, Lee, Livingston, Pike, Scott, Warren and Woodford counties",363428,0,363428,Meridian,Meridian Health Plan,1,*203209671001,MERIDIAN HEALTH PLAN OF ILLINOIS VMC,1,444034,443704,,0,Meridian,Meridian Health,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),Meridian Health Plan,"Lake, Cook, DuPage, Kane, Will, Kankakee, Knox, Stark, Peoria, Tazewell, Madison, St. Clair and Clinton counties",13701,0,13701,Meridian,Meridian Health Plan,1,*203209671002,MERIDIAN HEALTH PLAN OF ILLINOIS ICP,1,17260,17272,,0,Meridian,Meridian Health,,
Illinois,IL,2017,"","","","","",,,,"","",0,*203209671003,MERIDIAN HEALTH PLAN OF ILLINOIS MMP,1,9633,9133,1,0,Meridian,Meridian Health,,
Illinois,IL,2017,"",MLTSS only (PIHP and/or PAHP),Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP)),Meridian Health Plan,"Cook, DuPage, Kane and Will counties",0,5702,5702,Meridian,"",0,*203209671004,MERIDIAN HEALTH PLAN OF ILLINOIS LTS,1,6981,6905,,0,Meridian,Meridian Health,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),Molina Healthcare of Illinois,"Knox, Stark, Peoria, Tazewell, McLean, Ford, Vermilion, Champaign, Piatt, DeWitt, Macon, Logan, Christian, Sangamon, Menard, Madison, St. Clair and Clinton counties",5123,0,5123,Molina Healthcare,Molina Healthcare,1,*271823188001,"MOLINA HEALTHCARE OF ILLINOIS, INC. ICP                                           ",1,7828,7805,,0,Molina,Molina HealthCare,,
Illinois,IL,2017,"","","","","",,,,"","",0,*271823188002,"MOLINA HEALTHCARE OF ILLINOIS, INC. MMP                                           ",1,9602,8435,1,0,Molina,Molina HealthCare,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),Molina Healthcare of Illinois,"Cook, Knox, Stark, Peoria, Tazewell, McLean, Ford, Vermilion, Champaign, Piatt, DeWitt, Macon, Logan, Christian, Sangamon, Menard, Madison, St. Clair and Clinton counties",153444,0,153444,Molina Healthcare,Molina Healthcare,1,*271823188004,"MOLINA HEALTHCARE OF ILLINOIS, INC. FHP                                           ",1,228596,228632,,0,Molina,Molina HealthCare,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),IlliniCare Health Plan,"Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will, Kankakee, Rock Island, Mercer and Henry counties",24815,0,24815,Centene Corporation,IlliniCare Health,1,*272186150001,ILLINICARE HEALTH PLAN ICP,1,30307,30312,,0,Centene,IlliniCare Health Plan,,
Illinois,IL,2017,"",MLTSS only (PIHP and/or PAHP),Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP)),IlliniCare Health Plan,"Lake, Kane, DuPage, Cook, Will and Kankakee counties",0,5563,5563,Centene Corporation,"",0,*272186150003,ILLINICARE HEALTH PLAN LTS,1,6943,6851,,0,Centene,IlliniCare Health Plan,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),IlliniCare Health Plan,"Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will, Kankakee, Rock Island, Mercer and Henry counties",182108,0,182108,Centene Corporation,IlliniCare Health,1,*272186150004,ILLINICARE HEALTH PLAN FHP,1,237020,236555,,0,Centene,IlliniCare Health Plan,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),Aetna Better Health,"Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will and Kankakee counties",28449,0,28449,Aetna,Aetna Better Health,1,*272512072001,"AETNA BETTER HEALTH INC., AN ILLINOIS CORPORATION ICP                             ",1,33488,73327,,0,Aetna,Aetna Better Health,,
Illinois,IL,2017,"","","","","",,,,"","",0,*272512072002,"AETNA BETTER HEALTH INC., AN ILLINOIS CORPORATION MMP                             ",1,9261,8980,0,0,Aetna,Aetna Better Health,,
Illinois,IL,2017,"",MLTSS only (PIHP and/or PAHP),Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP)),Aetna Better Health,"Cook, DuPage, Kane, Will and Kankakee counties",0,7348,7348,Aetna,"",0,*272512072003,"AETNA BETTER HEALTH INC., LTS                                                     ",1,9026,8920,,0,Aetna,Aetna Better Health,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),Aetna Better Health,"Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will and Kankakee counties",194196,0,194196,Aetna,Aetna Better Health,1,*272512072004,"AETNA BETTER HEALTH INC., AN ILLINOIS CORPORATION FHP                             ",1,245999,245628,,0,Aetna,Aetna Better Health,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),Blue Cross Blue Shield of Illinois,"Lake, Cook, DuPage, Kane, Will and Kankakee counties",14970,0,14970,Health Care Service Corporation,Blue Cross Community Plan,1,*361236610001,BLUE CROSS BLUE SHIELD OF ILLINOIS ICP,1,20200,20168,,1,Health Care Service Corporation,Blue Cross Community Health Plans,,
Illinois,IL,2017,"","","","","",,,,"","",0,*361236610002,BLUE CROSS BLUE SHIELD OF ILLINOIS MMP,1,21081,20838,1,1,Health Care Service Corporation,Blue Cross Community Health Plans,,
Illinois,IL,2017,"",MLTSS only (PIHP and/or PAHP),Managed Long Term Services and Supports (MLTSS only (PIHP and/or PAHP)),Blue Cross Blue Shield of Illinois,"Lake, Kane, DuPage, Cook, Will and Kankakee counties",0,9610,9610,Health Care Service Corporation,"",0,*361236610003,BLUE CROSS BLUE SHIELD OF ILLINOIS LTS,1,12234,12066,,1,Health Care Service Corporation,Blue Cross Community Health Plans,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),Blue Cross Blue Shield of Illinois,"Lake, Cook, DuPage, Kane, Will and Kankakee counties",332107,0,332107,Health Care Service Corporation,Blue Cross Community Plan,1,*361236610004,BLUE CROSS BLUE SHIELD OF ILLINOIS FHP,1,419099,418708,,1,Health Care Service Corporation,Blue Cross Community Health Plans,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),Family Health Network,"Lake, Cook, DuPage, Kane, Will and Kankakee counties",216912,0,216912,Family Health Network,Family Health Network,1,*363985468001,FAMILY HEALTH NETWORK,1,254864,263869,,0,Family Health Network,Family Health Network,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),Harmony Health Plan,"Lake, Cook, DuPage, Kane, Will, Kankakee, Madison, St. Clair, Clinton, Washington, Randolph, Perry, Jackson and Williamson counties",141966,0,141966,WellCare,Harmony Health Plan,1,*364050495001,HARMONY HEALTH PLAN - FHP,1,182457,182673,,0,WellCare,Harmony Health Plan,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),CountyCare,Cook County,135493,0,135493,Cook County Health and Hospitals System,CountyCare,1,*366006541085,COOK COUNTY VMC/FH,1,317856,319257,,0,Cook County Health and Hospital Systems,CountyCare Health Plan,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),CountyCare,Cook County,5486,0,5486,Cook County Health and Hospitals System,CountyCare,1,*366006541086,COOK COUNTY ICP,1,13486,13536,,0,Cook County Health and Hospital Systems,CountyCare Health Plan,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),Community Care Alliance of Illinois,"Winnebago, Boone, McHenry, Lake, Cook, DuPage, Kane, Will and Kankakee counties",7745,0,7745,Family Health Network,"",0,*371260731013,HEALTH ALLIANCE CONNECT ICP,1,55,,,0,Family Health Network,Family Health Network,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),Humana Health Plan,"Lake, Cook, DuPage, Kane, Will and Kankakee counties",5112,0,5112,Humana,"",0,*611013183002,HUMANA HEALTH PLAN - ICP,1,7083,7082,,0,Humana,Humana,,
Illinois,IL,2017,"","","","","",,,,"","",0,*611013183003,HUMANA HEALTH PLAN - MMP,1,9061,8856,0,0,Humana,Humana,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),Cigna-HealthSpring,"Lake, Cook, DuPage, Kane, Will and Kankakee counties",4565,0,4565,Cigna,"",0,*621593150005,HEALTHSPRING ICP,1,5183,5197,,0,Cigna,Cigna-HealthSpring,,
Illinois,IL,2017,"","","","","",,,,"","",0,*621593150006,HEALTHSPRING MMP,1,5253,5257,,0,Cigna,Cigna-HealthSpring,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Family Health Plan/Affordable Care Act (Comprehensive MCO + MLTSS),NextLevel Health Partners,Cook County,50586,0,50586,NextLevel Health Partners,Next Level,1,*810851071001,NEXT LEVEL HEALTHCARE OUTREACH FHP,1,80237,,,0,NextLevel Health Partners,NextLevel Health Partners,,
Illinois,IL,2017,"",Comprehensive MCO + MLTSS,Integrated Care Program (Comprehensive MCO + MLTSS),NextLevel Health Partners,Cook County,4173,0,4173,NextLevel Health Partners,Next Level,1,*810851071002,NEXT LEVEL HEALTHCARE OUTREACH ICP,1,5390,,,0,NextLevel Health Partners,NextLevel Health Partners,,
Illinois,IL,2017,"",Primary Care Case Management (PCCM),Illinois Health Connect Primary Care Case Management (Primary Care Case Management (PCCM)),Illinois Health Connect,"Jo Daviess, Stephenson, Carroll, Ogle, DeKalb, Whiteside, Lee, Kendall, Grundy, LaSalle, Putnam, Bureau, Marshall, Livingston, Woodford, Iroquois, Warren, Henderson, Hancock, McDonough, Fulton, Schuyler, Mason, Cass, Brown, Adams, Pike, Scott, Morgan, Calhoun, Greene, Jersey, Macoupin, Montgomery, Bond, Fayette, Shelby, Moultrie, Douglas, Edgar, Coles, Clark, Cumberland, Crawford, Jasper, Effingham, Marion, Clay, Richland, Lawrence, Wabash, Edwards, Wayne, Jefferson, Washington, Monroe, Randolph, Perry, Franklin, Hamilton, White, Gallatin, Saline, Williamson, Jackson, Union, Johnson, Pope, Hardin, Alexander, Pulaski and Massac counties",320335,0,320335,Illinois Health Connect,"",0,"","",,,,,0,Illinois Health Connect,Illinois Health Connect,,
Indiana,IN,2017,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Franciscan Senior Health and Wellness,"Lake county, Johnson County, and the following zip codes: 46107, 46201, 46202, 46203, 46204, 46217, 46218, 46219, 46221, 46222, 46225, 46227, 46229, 46237, 46239, 46241, 46259",1,90,91,Franciscan Alliance,"",0,*299722310,FRANCISCAN SENIOR HEALTH AND WELLNESS,17,114,113,1,0,Franciscan Alliance,Franciscan Alliance,,
Indiana,IN,2017,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Saint Joseph PACE,"46506, 46514, 46516, 46517, 46526,46530, 46536, 46544, 46545, 46552, 46554, 46556, 46561, 46574, 46601, 46613, 46614, 46615, 46616, 46617, 46619, 46628, 46635, 46637, 46563, 46573",4,37,41,Trinity Health System,"",0,*299722320,SAINT JOSEPH PACE,17,93,94,1,0,Trinity Health,Saint Joseph PACE,,
Indiana,IN,2017,"",Program of All-Inclusive Care for the Elderly (PACE),PACE (Program of All-inclusive Care for the Elderly (PACE)),Franciscan Senior Health and Wellness,"",0,0,0,Franciscan Alliance,"",0,*299722330,"FRANCISCAN ALLIANCE, INC                                                          ",17,36,36,1,0,Franciscan Alliance,Franciscan Alliance,,
Indiana,IN,2017,"",Comprehensive MCO,Hoosier Healthwise (Comprehensive MCO),Managed Health Services of Indiana,Statewide,160088,4,160092,Centene Corporation,Managed Health Services (MHS),1,*300119960,MANAGED HEALTH SERVICES,1,199123,228444,1,0,Centene,Managed Health Services,,
Indiana,IN,2017,"",Comprehensive MCO,Healthy Indiana Plan (2.0) (Comprehensive MCO),Managed Health Services of Indiana,Statewide,83286,849,84135,Centene Corporation,Managed Health Services (MHS),1,*355787430,MANAGED HEALTH SERVICES - HIP,1,117551,123275,1,0,Centene,Managed Health Services,,
Indiana,IN,2017,"",Comprehensive MCO,Hoosier Care Connect (Comprehensive MCO),Managed Health Services of Indiana,Statewide,34321,213,34534,Centene Corporation,Managed Health Services (MHS),1,*399243310,MANAGED HEALTH SERVICES,1,41580,42379,1,0,Centene,Managed Health Services,,
Indiana,IN,2017,"",Comprehensive MCO,Hoosier Healthwise (Comprehensive MCO),Anthem,Statewide,205653,4,205657,Anthem Insurance Companies,Anthem BlueCross BlueShield,1,*400752220,ANTHEM,1,270753,271845,1,0,Anthem,Anthem,,
